Product,Brand,Price,SaleDate,Quantity,Region,RAM,ROM,Year,Month,Day,Revenue,Prev_Quantity,Growth_Rate_%,Trend
Mobile Phone,HP,63152.0,2023-11-22,6,South,12GB,512GB,2023,11,22,378912.0,7,-14.29,Baisse
Laptop,HP,120281.0,2023-11-23,9,Central,12GB,1TB,2023,11,23,1082529.0,6,50.0,Forte Hausse
Mobile Phone,HP,72438.0,2023-11-23,6,South,16GB,256GB,2023,11,23,434628.0,9,-33.33,Baisse
Laptop,HP,162182.0,2023-11-24,7,Central,12GB,64GB,2023,11,24,1135274.0,6,16.67,Forte Hausse
Laptop,HP,134036.0,2023-11-25,1,Central,12GB,512GB,2023,11,25,134036.0,7,-85.71,Baisse
Mobile Phone,HP,15178.0,2023-11-25,9,North,32GB,1TB,2023,11,25,136602.0,1,800.0,Forte Hausse
Laptop,HP,103526.0,2023-11-26,2,North,16GB,1TB,2023,11,26,207052.0,9,-77.78,Baisse
Mobile Phone,HP,190636.0,2023-11-30,4,East,32GB,64GB,2023,11,30,762544.0,2,100.0,Forte Hausse
Laptop,HP,36259.0,2023-12-02,6,South,32GB,64GB,2023,12,2,217554.0,4,50.0,Forte Hausse
Laptop,HP,167078.0,2023-12-03,1,West,4GB,512GB,2023,12,3,167078.0,6,-83.33,Baisse
Laptop,HP,91998.0,2023-12-03,5,Central,12GB,64GB,2023,12,3,459990.0,1,400.0,Forte Hausse
Mobile Phone,HP,67542.0,2023-12-03,2,North,12GB,512GB,2023,12,3,135084.0,5,-60.0,Baisse
Laptop,HP,144790.0,2023-12-04,3,North,12GB,64GB,2023,12,4,434370.0,2,50.0,Forte Hausse
Laptop,HP,65217.0,2023-12-04,7,Central,6GB,1TB,2023,12,4,456519.0,3,133.33,Forte Hausse
Mobile Phone,HP,76935.0,2023-12-05,3,West,16GB,64GB,2023,12,5,230805.0,7,-57.14,Baisse
Laptop,HP,5562.0,2023-12-05,1,North,12GB,512GB,2023,12,5,5562.0,3,-66.67,Baisse
Laptop,HP,64897.0,2023-12-06,10,East,16GB,512GB,2023,12,6,648970.0,1,900.0,Forte Hausse
Laptop,HP,157683.0,2023-12-08,1,East,4GB,128GB,2023,12,8,157683.0,10,-90.0,Baisse
Laptop,HP,96033.0,2023-12-08,2,Central,8GB,512GB,2023,12,8,192066.0,1,100.0,Forte Hausse
Laptop,HP,131581.0,2023-12-09,1,West,32GB,512GB,2023,12,9,131581.0,2,-50.0,Baisse
Mobile Phone,HP,91240.0,2023-12-10,2,South,16GB,256GB,2023,12,10,182480.0,1,100.0,Forte Hausse
Laptop,HP,129980.0,2023-12-10,6,East,6GB,512GB,2023,12,10,779880.0,2,200.0,Forte Hausse
Mobile Phone,HP,104070.0,2023-12-12,8,South,32GB,512GB,2023,12,12,832560.0,6,33.33,Forte Hausse
Mobile Phone,HP,106725.0,2023-12-13,1,West,12GB,1TB,2023,12,13,106725.0,8,-87.5,Baisse
Laptop,HP,171187.0,2023-12-13,10,North,16GB,64GB,2023,12,13,1711870.0,1,900.0,Forte Hausse
Mobile Phone,HP,75001.0,2023-12-13,10,Central,32GB,512GB,2023,12,13,750010.0,10,0.0,Stable
Laptop,HP,95686.0,2023-12-14,5,West,32GB,128GB,2023,12,14,478430.0,10,-50.0,Baisse
Laptop,HP,195076.0,2023-12-14,7,East,8GB,512GB,2023,12,14,1365532.0,5,40.0,Forte Hausse
Mobile Phone,HP,37220.0,2023-12-16,9,West,16GB,256GB,2023,12,16,334980.0,7,28.57,Forte Hausse
Mobile Phone,HP,61806.0,2023-12-17,8,West,16GB,1TB,2023,12,17,494448.0,9,-11.11,Baisse
Mobile Phone,HP,189477.0,2023-12-17,7,Central,4GB,128GB,2023,12,17,1326339.0,8,-12.5,Baisse
Laptop,HP,19126.0,2023-12-17,1,Central,6GB,512GB,2023,12,17,19126.0,7,-85.71,Baisse
Mobile Phone,HP,112143.0,2023-12-17,7,Central,4GB,1TB,2023,12,17,785001.0,1,600.0,Forte Hausse
Laptop,HP,166139.0,2023-12-17,8,East,12GB,256GB,2023,12,17,1329112.0,7,14.29,Forte Hausse
Laptop,HP,147368.0,2023-12-17,5,North,16GB,1TB,2023,12,17,736840.0,8,-37.5,Baisse
Laptop,HP,144927.0,2023-12-18,4,East,12GB,128GB,2023,12,18,579708.0,5,-20.0,Baisse
Laptop,HP,109975.0,2023-12-18,8,North,12GB,64GB,2023,12,18,879800.0,4,100.0,Forte Hausse
Laptop,HP,21345.0,2023-12-20,1,South,6GB,512GB,2023,12,20,21345.0,8,-87.5,Baisse
Laptop,HP,165194.0,2023-12-20,2,South,32GB,128GB,2023,12,20,330388.0,1,100.0,Forte Hausse
Mobile Phone,HP,85456.0,2023-12-20,7,North,4GB,256GB,2023,12,20,598192.0,2,250.0,Forte Hausse
Mobile Phone,HP,150208.0,2023-12-21,1,North,8GB,1TB,2023,12,21,150208.0,7,-85.71,Baisse
Laptop,HP,67736.0,2023-12-23,2,South,12GB,128GB,2023,12,23,135472.0,1,100.0,Forte Hausse
Mobile Phone,HP,85057.0,2023-12-25,7,North,6GB,256GB,2023,12,25,595399.0,2,250.0,Forte Hausse
Laptop,HP,115348.0,2023-12-26,4,Central,16GB,512GB,2023,12,26,461392.0,7,-42.86,Baisse
Mobile Phone,HP,149632.0,2023-12-26,4,East,8GB,64GB,2023,12,26,598528.0,4,0.0,Stable
Mobile Phone,HP,98678.0,2023-12-27,5,North,16GB,128GB,2023,12,27,493390.0,4,25.0,Forte Hausse
Mobile Phone,HP,65646.0,2023-12-28,10,South,32GB,256GB,2023,12,28,656460.0,5,100.0,Forte Hausse
Laptop,HP,18812.0,2023-12-28,8,Central,32GB,64GB,2023,12,28,150496.0,10,-20.0,Baisse
Mobile Phone,HP,16722.0,2023-12-29,2,North,12GB,256GB,2023,12,29,33444.0,8,-75.0,Baisse
Laptop,HP,141863.0,2023-12-29,6,East,6GB,512GB,2023,12,29,851178.0,2,200.0,Forte Hausse
Mobile Phone,HP,195855.0,2023-12-30,4,East,6GB,128GB,2023,12,30,783420.0,6,-33.33,Baisse
Laptop,HP,5671.0,2023-12-31,10,Central,12GB,512GB,2023,12,31,56710.0,4,150.0,Forte Hausse
Mobile Phone,HP,155240.0,2024-01-01,8,Central,12GB,128GB,2024,1,1,1241920.0,10,-20.0,Baisse
Mobile Phone,HP,41162.0,2024-01-01,7,West,16GB,1TB,2024,1,1,288134.0,8,-12.5,Baisse
Mobile Phone,HP,7189.0,2024-01-01,7,North,16GB,256GB,2024,1,1,50323.0,7,0.0,Stable
Mobile Phone,HP,102465.0,2024-01-03,5,Central,4GB,128GB,2024,1,3,512325.0,7,-28.57,Baisse
Mobile Phone,HP,176370.0,2024-01-03,5,Central,6GB,512GB,2024,1,3,881850.0,5,0.0,Stable
Mobile Phone,HP,79122.0,2024-01-05,2,West,6GB,256GB,2024,1,5,158244.0,5,-60.0,Baisse
Laptop,HP,180669.0,2024-01-05,3,Central,6GB,1TB,2024,1,5,542007.0,2,50.0,Forte Hausse
Mobile Phone,HP,185929.0,2024-01-05,9,West,6GB,512GB,2024,1,5,1673361.0,3,200.0,Forte Hausse
Laptop,HP,41764.0,2024-01-07,3,East,12GB,64GB,2024,1,7,125292.0,9,-66.67,Baisse
Mobile Phone,HP,107398.0,2024-01-07,6,East,4GB,256GB,2024,1,7,644388.0,3,100.0,Forte Hausse
Laptop,HP,152795.0,2024-01-08,8,North,6GB,128GB,2024,1,8,1222360.0,6,33.33,Forte Hausse
Laptop,HP,72634.0,2024-01-08,3,West,32GB,1TB,2024,1,8,217902.0,8,-62.5,Baisse
Mobile Phone,HP,39366.0,2024-01-08,5,Central,16GB,128GB,2024,1,8,196830.0,3,66.67,Forte Hausse
Laptop,HP,152964.0,2024-01-08,10,North,6GB,128GB,2024,1,8,1529640.0,5,100.0,Forte Hausse
Laptop,HP,29873.0,2024-01-08,5,North,6GB,128GB,2024,1,8,149365.0,10,-50.0,Baisse
Mobile Phone,HP,40505.0,2024-01-09,10,Central,32GB,512GB,2024,1,9,405050.0,5,100.0,Forte Hausse
Mobile Phone,HP,134268.0,2024-01-09,3,East,16GB,256GB,2024,1,9,402804.0,10,-70.0,Baisse
Laptop,HP,114564.0,2024-01-10,4,West,16GB,1TB,2024,1,10,458256.0,3,33.33,Forte Hausse
Mobile Phone,HP,74068.0,2024-01-10,9,Central,16GB,64GB,2024,1,10,666612.0,4,125.0,Forte Hausse
Laptop,HP,56047.0,2024-01-12,7,Central,16GB,512GB,2024,1,12,392329.0,9,-22.22,Baisse
Laptop,HP,103463.0,2024-01-13,6,Central,8GB,128GB,2024,1,13,620778.0,7,-14.29,Baisse
Laptop,HP,189777.0,2024-01-13,3,East,16GB,1TB,2024,1,13,569331.0,6,-50.0,Baisse
Mobile Phone,HP,15124.0,2024-01-14,9,South,12GB,1TB,2024,1,14,136116.0,3,200.0,Forte Hausse
Laptop,HP,150717.0,2024-01-15,4,West,4GB,512GB,2024,1,15,602868.0,9,-55.56,Baisse
Laptop,HP,85548.0,2024-01-15,9,West,6GB,128GB,2024,1,15,769932.0,4,125.0,Forte Hausse
Laptop,HP,22835.0,2024-01-15,1,South,4GB,256GB,2024,1,15,22835.0,9,-88.89,Baisse
Mobile Phone,HP,121841.0,2024-01-18,6,North,4GB,64GB,2024,1,18,731046.0,1,500.0,Forte Hausse
Laptop,HP,92245.0,2024-01-20,8,South,8GB,256GB,2024,1,20,737960.0,6,33.33,Forte Hausse
Laptop,HP,148439.0,2024-01-20,10,Central,8GB,512GB,2024,1,20,1484390.0,8,25.0,Forte Hausse
Mobile Phone,HP,113891.0,2024-01-20,3,South,8GB,512GB,2024,1,20,341673.0,10,-70.0,Baisse
Mobile Phone,HP,45455.0,2024-01-20,7,West,32GB,256GB,2024,1,20,318185.0,3,133.33,Forte Hausse
Mobile Phone,HP,118680.0,2024-01-21,2,Central,4GB,256GB,2024,1,21,237360.0,7,-71.43,Baisse
Mobile Phone,HP,193189.0,2024-01-21,3,Central,6GB,128GB,2024,1,21,579567.0,2,50.0,Forte Hausse
Laptop,HP,60413.0,2024-01-21,9,East,12GB,128GB,2024,1,21,543717.0,3,200.0,Forte Hausse
Mobile Phone,HP,112712.0,2024-01-22,5,Central,16GB,256GB,2024,1,22,563560.0,9,-44.44,Baisse
Laptop,HP,62863.0,2024-01-24,3,North,12GB,256GB,2024,1,24,188589.0,5,-40.0,Baisse
Mobile Phone,HP,80657.0,2024-01-25,4,West,16GB,1TB,2024,1,25,322628.0,3,33.33,Forte Hausse
Mobile Phone,HP,122208.0,2024-01-26,7,Central,4GB,512GB,2024,1,26,855456.0,4,75.0,Forte Hausse
Mobile Phone,HP,55404.0,2024-01-28,6,North,32GB,64GB,2024,1,28,332424.0,7,-14.29,Baisse
Laptop,HP,24277.0,2024-01-28,4,West,32GB,256GB,2024,1,28,97108.0,6,-33.33,Baisse
Mobile Phone,HP,79567.0,2024-01-28,4,Central,12GB,64GB,2024,1,28,318268.0,4,0.0,Stable
Mobile Phone,HP,128708.0,2024-02-01,3,West,8GB,128GB,2024,2,1,386124.0,4,-25.0,Baisse
Laptop,HP,47075.0,2024-02-01,4,North,32GB,128GB,2024,2,1,188300.0,3,33.33,Forte Hausse
Laptop,HP,68758.0,2024-02-02,4,West,8GB,128GB,2024,2,2,275032.0,4,0.0,Stable
Laptop,HP,61286.0,2024-02-03,4,Central,6GB,256GB,2024,2,3,245144.0,4,0.0,Stable
Mobile Phone,HP,154486.0,2024-02-03,10,Central,12GB,128GB,2024,2,3,1544860.0,4,150.0,Forte Hausse
Laptop,HP,178178.0,2024-02-03,2,West,16GB,1TB,2024,2,3,356356.0,10,-80.0,Baisse
Laptop,HP,82287.0,2024-02-03,5,East,16GB,256GB,2024,2,3,411435.0,2,150.0,Forte Hausse
Mobile Phone,HP,162207.0,2024-02-03,7,East,32GB,256GB,2024,2,3,1135449.0,5,40.0,Forte Hausse
Mobile Phone,HP,23533.0,2024-02-04,3,Central,4GB,256GB,2024,2,4,70599.0,7,-57.14,Baisse
Mobile Phone,HP,28803.0,2024-02-05,5,West,8GB,64GB,2024,2,5,144015.0,3,66.67,Forte Hausse
Mobile Phone,HP,60809.0,2024-02-05,4,West,8GB,512GB,2024,2,5,243236.0,5,-20.0,Baisse
Laptop,HP,84951.0,2024-02-06,2,Central,12GB,64GB,2024,2,6,169902.0,4,-50.0,Baisse
Laptop,HP,11337.0,2024-02-06,5,North,8GB,256GB,2024,2,6,56685.0,2,150.0,Forte Hausse
Mobile Phone,HP,103787.0,2024-02-07,4,South,12GB,64GB,2024,2,7,415148.0,5,-20.0,Baisse
Mobile Phone,HP,197795.0,2024-02-08,7,West,12GB,512GB,2024,2,8,1384565.0,4,75.0,Forte Hausse
Laptop,HP,142447.0,2024-02-08,8,East,32GB,128GB,2024,2,8,1139576.0,7,14.29,Forte Hausse
Mobile Phone,HP,166994.0,2024-02-08,7,West,32GB,128GB,2024,2,8,1168958.0,8,-12.5,Baisse
Laptop,HP,78327.0,2024-02-08,10,South,12GB,1TB,2024,2,8,783270.0,7,42.86,Forte Hausse
Mobile Phone,HP,106325.0,2024-02-08,8,North,8GB,256GB,2024,2,8,850600.0,10,-20.0,Baisse
Laptop,HP,86755.0,2024-02-09,8,East,32GB,1TB,2024,2,9,694040.0,8,0.0,Stable
Mobile Phone,HP,165179.0,2024-02-09,1,West,12GB,128GB,2024,2,9,165179.0,8,-87.5,Baisse
Laptop,HP,169133.0,2024-02-09,9,Central,16GB,512GB,2024,2,9,1522197.0,1,800.0,Forte Hausse
Laptop,HP,152278.0,2024-02-09,3,East,4GB,64GB,2024,2,9,456834.0,9,-66.67,Baisse
Mobile Phone,HP,104350.0,2024-02-09,7,South,16GB,512GB,2024,2,9,730450.0,3,133.33,Forte Hausse
Mobile Phone,HP,187610.0,2024-02-10,1,South,32GB,1TB,2024,2,10,187610.0,7,-85.71,Baisse
Laptop,HP,129340.0,2024-02-11,3,East,8GB,256GB,2024,2,11,388020.0,1,200.0,Forte Hausse
Mobile Phone,HP,64938.0,2024-02-11,5,West,8GB,128GB,2024,2,11,324690.0,3,66.67,Forte Hausse
Laptop,HP,143110.0,2024-02-12,3,West,16GB,256GB,2024,2,12,429330.0,5,-40.0,Baisse
Laptop,HP,99752.0,2024-02-12,3,East,32GB,64GB,2024,2,12,299256.0,3,0.0,Stable
Mobile Phone,HP,141088.0,2024-02-12,4,West,8GB,64GB,2024,2,12,564352.0,3,33.33,Forte Hausse
Mobile Phone,HP,158296.0,2024-02-15,10,Central,32GB,512GB,2024,2,15,1582960.0,4,150.0,Forte Hausse
Laptop,HP,191958.0,2024-02-15,1,North,4GB,1TB,2024,2,15,191958.0,10,-90.0,Baisse
Mobile Phone,HP,74352.0,2024-02-15,5,South,8GB,256GB,2024,2,15,371760.0,1,400.0,Forte Hausse
Mobile Phone,HP,39239.0,2024-02-16,10,Central,16GB,512GB,2024,2,16,392390.0,5,100.0,Forte Hausse
Laptop,HP,72591.0,2024-02-16,3,South,16GB,64GB,2024,2,16,217773.0,10,-70.0,Baisse
Mobile Phone,HP,170626.0,2024-02-16,2,North,32GB,512GB,2024,2,16,341252.0,3,-33.33,Baisse
Mobile Phone,HP,125233.0,2024-02-17,8,Central,32GB,128GB,2024,2,17,1001864.0,2,300.0,Forte Hausse
Laptop,HP,43298.0,2024-02-18,3,Central,6GB,64GB,2024,2,18,129894.0,8,-62.5,Baisse
Mobile Phone,HP,160852.0,2024-02-18,5,South,32GB,512GB,2024,2,18,804260.0,3,66.67,Forte Hausse
Laptop,HP,160821.0,2024-02-18,4,East,8GB,1TB,2024,2,18,643284.0,5,-20.0,Baisse
Laptop,HP,132781.0,2024-02-18,10,East,8GB,512GB,2024,2,18,1327810.0,4,150.0,Forte Hausse
Mobile Phone,HP,167594.0,2024-02-18,8,East,12GB,512GB,2024,2,18,1340752.0,10,-20.0,Baisse
Laptop,HP,14243.0,2024-02-18,3,Central,6GB,64GB,2024,2,18,42729.0,8,-62.5,Baisse
Laptop,HP,115805.0,2024-02-19,5,Central,12GB,512GB,2024,2,19,579025.0,3,66.67,Forte Hausse
Laptop,HP,164021.0,2024-02-19,2,Central,16GB,128GB,2024,2,19,328042.0,5,-60.0,Baisse
Mobile Phone,HP,24762.0,2024-02-19,1,Central,6GB,512GB,2024,2,19,24762.0,2,-50.0,Baisse
Mobile Phone,HP,156753.0,2024-02-19,5,Central,32GB,1TB,2024,2,19,783765.0,1,400.0,Forte Hausse
Mobile Phone,HP,132930.0,2024-02-19,5,West,12GB,64GB,2024,2,19,664650.0,5,0.0,Stable
Laptop,HP,36627.0,2024-02-19,9,South,4GB,1TB,2024,2,19,329643.0,5,80.0,Forte Hausse
Mobile Phone,HP,178618.0,2024-02-19,1,North,4GB,1TB,2024,2,19,178618.0,9,-88.89,Baisse
Mobile Phone,HP,67927.0,2024-02-20,10,Central,12GB,1TB,2024,2,20,679270.0,1,900.0,Forte Hausse
Mobile Phone,HP,168617.0,2024-02-21,9,East,12GB,64GB,2024,2,21,1517553.0,10,-10.0,Baisse
Mobile Phone,HP,92983.0,2024-02-23,10,East,16GB,64GB,2024,2,23,929830.0,9,11.11,Forte Hausse
Laptop,HP,82054.0,2024-02-23,8,South,12GB,64GB,2024,2,23,656432.0,10,-20.0,Baisse
Mobile Phone,HP,142295.0,2024-02-24,7,North,32GB,1TB,2024,2,24,996065.0,8,-12.5,Baisse
Mobile Phone,HP,148890.0,2024-02-24,6,South,8GB,1TB,2024,2,24,893340.0,7,-14.29,Baisse
Mobile Phone,HP,186134.0,2024-02-24,4,South,8GB,128GB,2024,2,24,744536.0,6,-33.33,Baisse
Mobile Phone,HP,11116.0,2024-02-26,4,South,32GB,256GB,2024,2,26,44464.0,4,0.0,Stable
Laptop,HP,98954.0,2024-02-26,6,West,8GB,1TB,2024,2,26,593724.0,4,50.0,Forte Hausse
Laptop,HP,117763.0,2024-02-27,5,South,8GB,128GB,2024,2,27,588815.0,6,-16.67,Baisse
Mobile Phone,HP,118216.0,2024-02-27,9,Central,32GB,128GB,2024,2,27,1063944.0,5,80.0,Forte Hausse
Laptop,HP,103194.0,2024-02-28,6,North,32GB,128GB,2024,2,28,619164.0,9,-33.33,Baisse
Laptop,HP,103572.0,2024-02-28,10,East,6GB,128GB,2024,2,28,1035720.0,6,66.67,Forte Hausse
Laptop,HP,65279.0,2024-02-28,6,North,4GB,128GB,2024,2,28,391674.0,10,-40.0,Baisse
Mobile Phone,HP,183627.0,2024-02-28,7,Central,4GB,256GB,2024,2,28,1285389.0,6,16.67,Forte Hausse
Mobile Phone,HP,52608.0,2024-03-01,10,North,32GB,128GB,2024,3,1,526080.0,7,42.86,Forte Hausse
Mobile Phone,HP,191986.0,2024-03-01,1,North,12GB,64GB,2024,3,1,191986.0,10,-90.0,Baisse
Mobile Phone,HP,178843.0,2024-03-01,4,East,8GB,1TB,2024,3,1,715372.0,1,300.0,Forte Hausse
Laptop,HP,38628.0,2024-03-02,5,North,4GB,64GB,2024,3,2,193140.0,4,25.0,Forte Hausse
Mobile Phone,HP,152599.0,2024-03-02,8,North,4GB,128GB,2024,3,2,1220792.0,5,60.0,Forte Hausse
Mobile Phone,HP,96702.0,2024-03-03,9,East,6GB,512GB,2024,3,3,870318.0,8,12.5,Forte Hausse
Mobile Phone,HP,194465.0,2024-03-04,5,West,32GB,64GB,2024,3,4,972325.0,9,-44.44,Baisse
Laptop,HP,124069.0,2024-03-04,6,North,12GB,128GB,2024,3,4,744414.0,5,20.0,Forte Hausse
Laptop,HP,57037.0,2024-03-05,9,Central,4GB,64GB,2024,3,5,513333.0,6,50.0,Forte Hausse
Laptop,HP,93196.0,2024-03-05,6,East,6GB,64GB,2024,3,5,559176.0,9,-33.33,Baisse
Laptop,HP,159560.0,2024-03-06,10,East,16GB,64GB,2024,3,6,1595600.0,6,66.67,Forte Hausse
Laptop,HP,135198.0,2024-03-06,6,West,6GB,128GB,2024,3,6,811188.0,10,-40.0,Baisse
Laptop,HP,99505.0,2024-03-06,5,Central,8GB,128GB,2024,3,6,497525.0,6,-16.67,Baisse
Laptop,HP,112091.0,2024-03-09,10,North,16GB,512GB,2024,3,9,1120910.0,5,100.0,Forte Hausse
Mobile Phone,HP,106747.0,2024-03-09,7,South,4GB,512GB,2024,3,9,747229.0,10,-30.0,Baisse
Laptop,HP,60306.0,2024-03-10,2,Central,6GB,128GB,2024,3,10,120612.0,7,-71.43,Baisse
Mobile Phone,HP,195690.0,2024-03-11,10,Central,8GB,64GB,2024,3,11,1956900.0,2,400.0,Forte Hausse
Laptop,HP,98249.0,2024-03-11,10,East,12GB,128GB,2024,3,11,982490.0,10,0.0,Stable
Laptop,HP,19744.0,2024-03-12,5,South,32GB,64GB,2024,3,12,98720.0,10,-50.0,Baisse
Mobile Phone,HP,102483.0,2024-03-12,5,South,32GB,1TB,2024,3,12,512415.0,5,0.0,Stable
Laptop,HP,149858.0,2024-03-12,8,East,8GB,128GB,2024,3,12,1198864.0,5,60.0,Forte Hausse
Mobile Phone,HP,154794.0,2024-03-12,9,Central,4GB,128GB,2024,3,12,1393146.0,8,12.5,Forte Hausse
Mobile Phone,HP,174212.0,2024-03-13,10,South,32GB,64GB,2024,3,13,1742120.0,9,11.11,Forte Hausse
Laptop,HP,132876.0,2024-03-13,10,West,16GB,256GB,2024,3,13,1328760.0,10,0.0,Stable
Mobile Phone,HP,181418.0,2024-03-14,9,North,16GB,64GB,2024,3,14,1632762.0,10,-10.0,Baisse
Mobile Phone,HP,40990.0,2024-03-14,10,West,32GB,256GB,2024,3,14,409900.0,9,11.11,Forte Hausse
Mobile Phone,HP,99269.0,2024-03-17,2,South,32GB,512GB,2024,3,17,198538.0,10,-80.0,Baisse
Mobile Phone,HP,104281.0,2024-03-19,6,South,4GB,64GB,2024,3,19,625686.0,2,200.0,Forte Hausse
Mobile Phone,HP,195732.0,2024-03-19,2,North,32GB,512GB,2024,3,19,391464.0,6,-66.67,Baisse
Laptop,HP,87973.0,2024-03-19,8,West,8GB,256GB,2024,3,19,703784.0,2,300.0,Forte Hausse
Mobile Phone,HP,115671.0,2024-03-20,5,South,4GB,64GB,2024,3,20,578355.0,8,-37.5,Baisse
Mobile Phone,HP,62908.0,2024-03-20,1,North,16GB,256GB,2024,3,20,62908.0,5,-80.0,Baisse
Mobile Phone,HP,28209.0,2024-03-21,10,North,4GB,256GB,2024,3,21,282090.0,1,900.0,Forte Hausse
Laptop,HP,19990.0,2024-03-22,9,Central,4GB,512GB,2024,3,22,179910.0,10,-10.0,Baisse
Mobile Phone,HP,28898.0,2024-03-22,10,East,12GB,128GB,2024,3,22,288980.0,9,11.11,Forte Hausse
Laptop,HP,46682.0,2024-03-22,5,Central,16GB,512GB,2024,3,22,233410.0,10,-50.0,Baisse
Laptop,HP,105871.0,2024-03-23,8,North,4GB,256GB,2024,3,23,846968.0,5,60.0,Forte Hausse
Laptop,HP,164988.0,2024-03-24,9,East,4GB,128GB,2024,3,24,1484892.0,8,12.5,Forte Hausse
Mobile Phone,HP,123538.0,2024-03-28,10,Central,32GB,512GB,2024,3,28,1235380.0,9,11.11,Forte Hausse
Laptop,HP,118507.0,2024-03-28,2,North,32GB,512GB,2024,3,28,237014.0,10,-80.0,Baisse
Laptop,HP,135233.0,2024-03-28,3,West,16GB,1TB,2024,3,28,405699.0,2,50.0,Forte Hausse
Laptop,HP,126405.0,2024-03-28,7,South,16GB,1TB,2024,3,28,884835.0,3,133.33,Forte Hausse
Mobile Phone,HP,178830.0,2024-03-28,4,South,6GB,1TB,2024,3,28,715320.0,7,-42.86,Baisse
Mobile Phone,HP,56792.0,2024-03-28,2,Central,16GB,128GB,2024,3,28,113584.0,4,-50.0,Baisse
Mobile Phone,HP,115658.0,2024-03-28,9,East,12GB,128GB,2024,3,28,1040922.0,2,350.0,Forte Hausse
Mobile Phone,HP,127220.0,2024-04-01,5,Central,16GB,1TB,2024,4,1,636100.0,9,-44.44,Baisse
Laptop,HP,55218.0,2024-04-02,9,Central,8GB,128GB,2024,4,2,496962.0,5,80.0,Forte Hausse
Mobile Phone,HP,28375.0,2024-04-03,4,North,8GB,256GB,2024,4,3,113500.0,9,-55.56,Baisse
Laptop,HP,22396.0,2024-04-04,3,Central,12GB,512GB,2024,4,4,67188.0,4,-25.0,Baisse
Mobile Phone,HP,65251.0,2024-04-05,4,West,12GB,1TB,2024,4,5,261004.0,3,33.33,Forte Hausse
Mobile Phone,HP,9328.0,2024-04-05,3,Central,12GB,256GB,2024,4,5,27984.0,4,-25.0,Baisse
Mobile Phone,HP,29676.0,2024-04-06,4,North,6GB,1TB,2024,4,6,118704.0,3,33.33,Forte Hausse
Laptop,HP,131481.0,2024-04-06,3,North,6GB,1TB,2024,4,6,394443.0,4,-25.0,Baisse
Laptop,HP,46155.0,2024-04-06,6,North,6GB,64GB,2024,4,6,276930.0,3,100.0,Forte Hausse
Mobile Phone,HP,123179.0,2024-04-07,5,North,32GB,512GB,2024,4,7,615895.0,6,-16.67,Baisse
Laptop,HP,67555.0,2024-04-07,7,South,4GB,512GB,2024,4,7,472885.0,5,40.0,Forte Hausse
Mobile Phone,HP,91932.0,2024-04-09,7,North,4GB,1TB,2024,4,9,643524.0,7,0.0,Stable
Laptop,HP,185141.0,2024-04-15,1,Central,12GB,512GB,2024,4,15,185141.0,7,-85.71,Baisse
Mobile Phone,HP,117001.0,2024-04-16,3,South,16GB,128GB,2024,4,16,351003.0,1,200.0,Forte Hausse
Mobile Phone,HP,157858.0,2024-04-16,8,North,8GB,128GB,2024,4,16,1262864.0,3,166.67,Forte Hausse
Laptop,HP,167386.0,2024-04-17,3,North,16GB,64GB,2024,4,17,502158.0,8,-62.5,Baisse
Mobile Phone,HP,156501.0,2024-04-18,3,Central,32GB,64GB,2024,4,18,469503.0,3,0.0,Stable
Laptop,HP,51699.0,2024-04-19,1,East,16GB,64GB,2024,4,19,51699.0,3,-66.67,Baisse
Mobile Phone,HP,27138.0,2024-04-20,10,West,6GB,1TB,2024,4,20,271380.0,1,900.0,Forte Hausse
Mobile Phone,HP,69727.0,2024-04-21,5,Central,8GB,128GB,2024,4,21,348635.0,10,-50.0,Baisse
Mobile Phone,HP,57920.0,2024-04-22,3,East,6GB,512GB,2024,4,22,173760.0,5,-40.0,Baisse
Mobile Phone,HP,21245.0,2024-04-23,1,North,4GB,64GB,2024,4,23,21245.0,3,-66.67,Baisse
Mobile Phone,HP,179333.0,2024-04-23,8,East,16GB,64GB,2024,4,23,1434664.0,1,700.0,Forte Hausse
Mobile Phone,HP,70703.0,2024-04-23,3,Central,16GB,512GB,2024,4,23,212109.0,8,-62.5,Baisse
Laptop,HP,74321.0,2024-04-24,7,North,4GB,256GB,2024,4,24,520247.0,3,133.33,Forte Hausse
Laptop,HP,168000.0,2024-04-27,8,North,12GB,64GB,2024,4,27,1344000.0,7,14.29,Forte Hausse
Mobile Phone,HP,51434.0,2024-04-27,6,South,32GB,256GB,2024,4,27,308604.0,8,-25.0,Baisse
Mobile Phone,HP,68572.0,2024-04-29,9,East,12GB,256GB,2024,4,29,617148.0,6,50.0,Forte Hausse
Laptop,HP,79004.0,2024-04-30,9,South,4GB,64GB,2024,4,30,711036.0,9,0.0,Stable
Laptop,HP,127422.0,2024-04-30,7,South,16GB,1TB,2024,4,30,891954.0,9,-22.22,Baisse
Laptop,HP,147693.0,2024-05-01,4,Central,12GB,512GB,2024,5,1,590772.0,7,-42.86,Baisse
Mobile Phone,HP,192720.0,2024-05-02,10,West,32GB,1TB,2024,5,2,1927200.0,4,150.0,Forte Hausse
Laptop,HP,190445.0,2024-05-02,4,Central,32GB,512GB,2024,5,2,761780.0,10,-60.0,Baisse
